Datetime,Value
1/1 01:00:00,1.0
1/1 02:00:00,1.0
1/1 03:00:00,1.0
1/1 04:00:00,1.0
1/1 05:00:00,1.0
1/1 06:00:00,1.0
1/1 07:00:00,1.0
1/1 08:00:00,1.0
1/1 09:00:00,1.0
1/1 10:00:00,1.0
1/1 11:00:00,1.0
1/1 12:00:00,1.0
1/1 13:00:00,1.0
1/1 14:00:00,1.0
1/1 15:00:00,1.0
1/1 16:00:00,1.0
1/1 17:00:00,1.0
1/1 18:00:00,1.0
1/1 19:00:00,1.0
1/1 20:00:00,1.0
1/1 21:00:00,1.0
1/1 22:00:00,1.0
1/1 23:00:00,1.0
1/1 24:00:00,1.0
1/2 01:00:00,0.0
1/2 02:00:00,0.0
1/2 03:00:00,0.0
1/2 04:00:00,0.0
1/2 05:00:00,0.0
1/2 06:00:00,0.0
1/2 07:00:00,0.0
1/2 08:00:00,0.0
1/2 09:00:00,0.0
1/2 10:00:00,0.0
1/2 11:00:00,0.0
1/2 12:00:00,0.0
1/2 13:00:00,0.0
1/2 14:00:00,0.0
1/2 15:00:00,0.0
1/2 16:00:00,0.0
1/2 17:00:00,0.0
1/2 18:00:00,0.0
1/2 19:00:00,0.0
1/2 20:00:00,0.0
1/2 21:00:00,0.0
1/2 22:00:00,0.0
1/2 23:00:00,0.0
1/2 24:00:00,0.0
1/3 01:00:00,0.0
1/3 02:00:00,0.0
1/3 03:00:00,0.0
1/3 04:00:00,0.0
1/3 05:00:00,0.0
1/3 06:00:00,0.0
1/3 07:00:00,0.0
1/3 08:00:00,0.0
1/3 09:00:00,0.0
1/3 10:00:00,0.0
1/3 11:00:00,0.0
1/3 12:00:00,0.0
1/3 13:00:00,0.0
1/3 14:00:00,0.0
1/3 15:00:00,0.0
1/3 16:00:00,0.0
1/3 17:00:00,0.0
1/3 18:00:00,0.0
1/3 19:00:00,0.0
1/3 20:00:00,0.0
1/3 21:00:00,0.0
1/3 22:00:00,0.0
1/3 23:00:00,0.0
1/3 24:00:00,0.0
1/4 01:00:00,0.0
1/4 02:00:00,0.0
1/4 03:00:00,0.0
